fund_name,stock_name,sector,holding_pct,market_cap,fund_category
Franklin India Small Cap Fund,Data Patterns India Ltd.,Aerospace & defense,1.3,Other,Small Cap
Franklin India Small Cap Fund,Finolex Industries Ltd.,Plastic products - industrial,1.24,Other,Small Cap
Franklin India Small Cap Fund,RBL Bank Ltd.,Private sector bank,1.23,Mid Cap,Small Cap
Franklin India Small Cap Fund,Multi Commodity Exchange Of India Ltd.,Exchange and data platform,1.22,Other,Small Cap
Franklin India Small Cap Fund,Pricol Ltd.,Auto components & equipments,1.17,Small Cap,Small Cap
Franklin India Small Cap Fund,Finolex Cables Ltd.,Cables - electricals,1.17,Small Cap,Small Cap
Franklin India Small Cap Fund,WABCO India Ltd.,Auto components & equipments,1.16,Mid Cap,Small Cap
Franklin India Small Cap Fund,Tata Steel Ltd.,Iron & steel products,1.15,Other,Small Cap
Franklin India Small Cap Fund,The Ramco Cements Ltd.,Cement & cement products,1.14,Mid Cap,Small Cap
Franklin India Small Cap Fund,Sona BLW Precision Forgings Ltd.,Auto components & equipments,1.12,Other,Small Cap
Franklin India Small Cap Fund,Whirlpool Of India Ltd.,Household appliances,1.12,Mid Cap,Small Cap
Franklin India Small Cap Fund,Lemon Tree Hotels Ltd.,Hotels & resorts,1.1,Small Cap,Small Cap
Franklin India Small Cap Fund,Hindustan Aeronautics Ltd.,Aerospace & defense,1.09,Other,Small Cap
Franklin India Small Cap Fund,Metropolis Healthcare Ltd.,Healthcare service provider,1.05,Other,Small Cap
Franklin India Small Cap Fund,City Union Bank Ltd.,Private sector bank,1.04,Mid Cap,Small Cap
Franklin India Small Cap Fund,Tata Power Co. Ltd.,Integrated power utilities,1.04,Mid Cap,Small Cap
Franklin India Small Cap Fund,Tenneco Clean Air India Ltd.,Auto components & equipments,1.03,Other,Small Cap
Franklin India Small Cap Fund,S.J.S. Enterprises Ltd.,Auto components & equipments,0.97,Other,Small Cap
Franklin India Small Cap Fund,Kotak Mahindra Bank Ltd.,Private sector bank,0.96,Other,Small Cap
Franklin India Small Cap Fund,Intellect Design Arena ltd.,Computers - software & consulting,0.95,Small Cap,Small Cap
Franklin India Small Cap Fund,HDFC Bank Ltd.,Private sector bank,0.94,Other,Small Cap
Franklin India Small Cap Fund,V-Mart Retail Ltd.,Diversified retail,0.89,Small Cap,Small Cap
Franklin India Small Cap Fund,Elecon Engineering Co. Ltd.,Industrial products,0.86,Other,Small Cap
Franklin India Small Cap Fund,Atul Ltd.,Specialty chemicals,0.85,Mid Cap,Small Cap
Franklin India Small Cap Fund,IIFL Finance Ltd.,Non banking financial company (nbfc),0.85,Small Cap,Small Cap
Franklin India Small Cap Fund,Shankara Buildpro Ltd.,Speciality retail,0.85,Other,Small Cap
Franklin India Small Cap Fund,Akums Drugs And Pharmaceuticals Ltd.,Pharmaceuticals,0.84,Other,Small Cap
Franklin India Small Cap Fund,Jubilant Ingrevia Ltd.,Specialty chemicals,0.82,Other,Small Cap
Franklin India Small Cap Fund,J K Lakshmi Cement Ltd.,Cement & cement products,0.82,Small Cap,Small Cap
Franklin India Small Cap Fund,Sapphire Foods India Ltd.,Restaurants,0.81,Other,Small Cap
Franklin India Small Cap Fund,Kirloskar Pneumatic Co. Ltd.,Compressors  pumps & diesel engines,0.81,Small Cap,Small Cap
Franklin India Small Cap Fund,Chemplast Sanmar Ltd.,Commodity chemicals,0.8,Other,Small Cap
Franklin India Small Cap Fund,Exide Industries Ltd.,Auto components & equipments,0.74,Mid Cap,Small Cap
Franklin India Small Cap Fund,Gujarat State Petronet Ltd.,Gas transmission/marketing,0.74,Mid Cap,Small Cap
Franklin India Small Cap Fund,Teamlease Services Ltd.,Diversified commercial services,0.7,Small Cap,Small Cap
Franklin India Small Cap Fund,Delhivery Ltd.,Logistics solution provider,0.67,Other,Small Cap
Franklin India Small Cap Fund,Ion Exchange (india) Ltd.,Civil construction,0.66,Other,Small Cap
Franklin India Small Cap Fund,India Cements Ltd.,Cement & cement products,0.66,Small Cap,Small Cap
Franklin India Small Cap Fund,Cyient Ltd.,It enabled services,0.64,Small Cap,Small Cap
Franklin India Small Cap Fund,Vishnu Chemicals Ltd.,Specialty chemicals,0.64,Other,Small Cap
Franklin India Small Cap Fund,Gateway Rail Freight Ltd.,Logistics solution provider,0.63,Other,Small Cap
Franklin India Small Cap Fund,Ratnamani Metals & Tubes Ltd.,Iron & steel products,0.59,Small Cap,Small Cap
Franklin India Small Cap Fund,Rolex Rings Private Ltd.,Auto components & equipments,0.57,Other,Small Cap
Franklin India Small Cap Fund,Electronics Mart lndia Ltd.,Speciality retail,0.56,Other,Small Cap
Franklin India Small Cap Fund,Apollo Pipes Ltd.,Plastic products - industrial,0.56,Small Cap,Small Cap
Franklin India Small Cap Fund,Greenpanel Industries Ltd.,Plywood boards/ laminates,0.56,Other,Small Cap
Franklin India Small Cap Fund,Pine Labs Ltd.,Financial technology (fintech),0.55,Other,Small Cap
Franklin India Small Cap Fund,SBFC Finance Ltd.,Non banking financial company (nbfc),0.54,Other,Small Cap
Franklin India Small Cap Fund,Syngene International Ltd.,Healthcare research  analytics & technology,0.45,Mid Cap,Small Cap
Franklin India Small Cap Fund,Brigade Hotel Ventures Ltd.,Hotels & resorts,0.43,Other,Small Cap
Franklin India Small Cap Fund,GHCL Ltd.,Commodity chemicals,0.43,Small Cap,Small Cap
Franklin India Small Cap Fund,Birlasoft Ltd.,Computers - software & consulting,0.37,Small Cap,Small Cap
Franklin India Small Cap Fund,Shivalik Bimetal Controls Ltd.,Iron & steel products,0.36,Small Cap,Small Cap
Franklin India Small Cap Fund,KPIT Technologies Ltd.,Computers - software & consulting,0.36,Other,Small Cap
Franklin India Small Cap Fund,Go Fashion (India) Ltd.,Speciality retail,0.35,Other,Small Cap
Franklin India Small Cap Fund,Motherson Sumi Wiring India Ltd.,Auto components & equipments,0.35,Other,Small Cap
Franklin India Small Cap Fund,Aditya Vision Ltd.,Speciality retail,0.35,Other,Small Cap
Franklin India Small Cap Fund,TTK Prestige Ltd.,Household appliances,0.32,Other,Small Cap
Franklin India Small Cap Fund,Indoco Remedies Ltd.,Pharmaceuticals,0.32,Small Cap,Small Cap
Franklin India Small Cap Fund,Vedant Fashions Ltd.,Speciality retail,0.27,Other,Small Cap
Franklin India Small Cap Fund,Vikram Solar Ltd.,Other electrical equipment,0.27,Other,Small Cap
Franklin India Small Cap Fund,Devyani International Ltd.,Restaurants,0.25,Other,Small Cap
Franklin India Small Cap Fund,Pitti Engineering Ltd.,Industrial products,0.17,Small Cap,Small Cap
Franklin India Small Cap Fund,Ceat Ltd.,Tyres & rubber products,0.06,Small Cap,Small Cap
Parag Parikh Flexi Cap Fund,HDFC Bank Ltd.,Private sector bank,7.73,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Power Grid Corporation of India Ltd.,Power - transmission,6.92,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Coal India Ltd.,Coal,5.18,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,ICICI Bank Ltd.,Private sector bank,5.07,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,ITC Limited,Diversified fmcg,5.04,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Bajaj Holdings & Investment Ltd.,Holding company,4.85,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Alphabet Inc,Foreign equity,3.99,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Kotak Mahindra Bank Ltd.,Private sector bank,3.81,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,3.54,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Axis Bank Ltd.,Private sector bank,3.43,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,3.17,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Bharti Airtel Ltd.,Telecom - cellular & fixed line services,2.96,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,HCL Technologies Limited,Computers - software & consulting,2.87,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Facebook,Foreign equity,2.6,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Tata Consultancy Services Ltd.,Computers - software & consulting,2.04,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Infosys Ltd.,Computers - software & consulting,2.0,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Amazon.com,Foreign equity,1.97,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Microsoft Corp,Foreign equity,1.95,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Dr. Reddys Laboratories Ltd.,Pharmaceuticals,1.32,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Zydus Lifesciences Ltd.,Pharmaceuticals,1.29,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Cipla Ltd.,Pharmaceuticals,1.29,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Indian Energy Exchange Ltd.,Exchange and data platform,0.76,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Reliance Industries Ltd.,Refineries & marketing,0.69,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Zydus Wellness Ltd.,Packaged foods,0.63,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Balkrishna Industries Ltd.,Tyres & rubber products,0.52,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,EID-Parry (India) Ltd.,Other agricultural products,0.48,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Narayana Hrudayalaya Ltd.,Hospital,0.27,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Great Eastern Shipping Co. Ltd.,Shipping,0.22,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Central Depository Services (India) Ltd.,Depositories  clearing houses and other intermediaries,0.21,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Bajaj Finance Ltd.,Non banking financial company (nbfc),0.15,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Eternal Ltd.,E-retail/ e-commerce,0.12,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Jio Financial Services Ltd.,Non banking financial company (nbfc),0.12,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,ICRA Ltd.,Ratings,0.12,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Cms Info Systems Ltd.,Diversified commercial services,0.12,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Tata Steel Ltd.,Iron & steel products,0.1,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Larsen & Toubro Ltd.,Civil construction,0.1,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Titan Company Ltd.,Gems  jewellery and watches,0.1,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,0.09,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Hindalco Industries Ltd.,Aluminium,0.08,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Maharashtra Scooters Ltd.,Investment company,0.08,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Indusind Bank Ltd.,Private sector bank,0.06,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Bajaj Finserv Ltd,Holding company,0.05,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Punjab National Bank,Public sector bank,0.04,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,J S W Steel Ltd.,Iron & steel products,0.02,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Bank Of Baroda,Public sector bank,0.02,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Grasim Industries Limited,Cement & cement products,0.02,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Nestle India Ltd.,Packaged foods,0.02,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,DLF Ltd.,Residential  commercial projects,0.02,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Divis Laboratories Ltd.,Pharmaceuticals,0.02,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Indus Towers Ltd.,Telecom - infrastructure,0.02,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,CIE AUTOMOTIVE INDIA Ltd.,Auto components & equipments,0.02,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Bharti Airtel Ltd. - Partly Paid,Telecom - cellular & fixed line services,0.02,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,NESCO Ltd.,Diversified commercial services,0.01,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Swaraj Engines Ltd.,Compressors  pumps & diesel engines,0.01,Small Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Tata Consumer Products Ltd.,Tea & coffee,0.01,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Eicher Motors Ltd.,2/3 wheelers,0.01,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,LIC Housing Finance Ltd.,Housing finance company,0.01,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Lupin Ltd.,Pharmaceuticals,0.01,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,IDFC First Bank Ltd.,Private sector bank,0.01,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Hindustan Petroleum Corporation Ltd.,Refineries & marketing,0.01,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,NMDC LTD,Industrial minerals,0.0,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Shriram Finance Ltd.,Non banking financial company (nbfc),0.0,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,PNB Housing Finance Ltd.,Housing finance company,0.0,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Aurobindo Pharma Ltd.,Pharmaceuticals,0.0,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Dabur India Ltd.,Personal care,0.0,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Polycab India Limited,Cables - electricals,0.0,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Bharat Electronics Ltd.,Aerospace & defense,0.0,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Bharat Heavy Electricals Ltd.,Heavy electrical equipment,0.0,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Steel Authority Of India Ltd.,Iron & steel products,0.0,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Godrej Properties Ltd.,Residential  commercial projects,0.0,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,GAIL (India) Ltd.,Gas transmission/marketing,0.0,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,United Spirits Ltd.,Breweries & distilleries,0.0,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Lodha Developers Ltd.,Residential  commercial projects,0.0,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Asian Paints (india) Ltd.,Paints,0.0,Large Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Trent Limited,Speciality retail,0.0,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Hindustan Aeronautics Ltd.,Aerospace & defense,0.0,Other,Flexi Cap
Parag Parikh Flexi Cap Fund,Indraprastha Gas Ltd.,Lpg/cng/png/lng supplier,0.0,Mid Cap,Flexi Cap
Parag Parikh Flexi Cap Fund,Mahanagar Gas Ltd.,Lpg/cng/png/lng supplier,0.0,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,ICICI Bank Ltd.,Private sector bank,8.78,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Axis Bank Ltd.,Private sector bank,7.44,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,HDFC Bank Ltd.,Private sector bank,7.25,Other,Flexi Cap
HDFC Flexi Cap Fund,State Bank Of India,Public sector bank,5.26,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,SBI Life Insurance Co Ltd.,Life insurance,4.06,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Kotak Mahindra Bank Ltd.,Private sector bank,3.76,Other,Flexi Cap
HDFC Flexi Cap Fund,Bharti Airtel Ltd.,Telecom - cellular & fixed line services,3.06,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,2.96,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,HCL Technologies Limited,Computers - software & consulting,2.94,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Larsen & Toubro Ltd.,Civil construction,2.85,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Cipla Ltd.,Pharmaceuticals,2.82,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Power Grid Corporation of India Ltd.,Power - transmission,2.71,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Eicher Motors Ltd.,2/3 wheelers,2.55,Other,Flexi Cap
HDFC Flexi Cap Fund,Bajaj Auto Ltd.,2/3 wheelers,1.99,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Hyundai Motor India Ltd.,Passenger cars & utility vehicles,1.94,Other,Flexi Cap
HDFC Flexi Cap Fund,InterGlobe Aviation Ltd.,Airline,1.87,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,J S W Steel Ltd.,Iron & steel products,1.79,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Infosys Ltd.,Computers - software & consulting,1.73,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Bank Of Baroda,Public sector bank,1.67,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Tata Steel Ltd.,Iron & steel products,1.67,Other,Flexi Cap
HDFC Flexi Cap Fund,Oil & Natural Gas Corporation Ltd.,Oil exploration & production,1.53,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Eternal Ltd.,E-retail/ e-commerce,1.49,Other,Flexi Cap
HDFC Flexi Cap Fund,Piramal Pharma Ltd.,Pharmaceuticals,1.4,Other,Flexi Cap
HDFC Flexi Cap Fund,Bosch Ltd.,Auto components & equipments,1.11,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Persistent Systems Ltd.,Computers - software & consulting,1.01,Other,Flexi Cap
HDFC Flexi Cap Fund,Lupin Ltd.,Pharmaceuticals,0.96,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Divis Laboratories Ltd.,Pharmaceuticals,0.83,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,FSN E-Commerce Ventures Ltd.,E-retail/ e-commerce,0.82,Other,Flexi Cap
HDFC Flexi Cap Fund,United Spirits Ltd.,Breweries & distilleries,0.79,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Havells India Ltd.,Consumer electronics,0.68,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Vishal Mega Mart Ltd.,Diversified retail,0.67,Other,Flexi Cap
HDFC Flexi Cap Fund,PB Fintech Ltd.,Financial technology (fintech),0.66,Other,Flexi Cap
HDFC Flexi Cap Fund,Max Healthcare Institute Ltd.,Hospital,0.59,Other,Flexi Cap
HDFC Flexi Cap Fund,DR. LAL PATHLABS Ltd.,Healthcare service provider,0.58,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,Nuvoco Vistas Corporation Ltd.,Cement & cement products,0.57,Other,Flexi Cap
HDFC Flexi Cap Fund,Apollo Hospitals Enterprises Ltd.,Hospital,0.56,Mid Cap,Flexi Cap
HDFC Flexi Cap Fund,Varroc Engineering Ltd.,Auto components & equipments,0.55,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,Cyient Ltd.,It enabled services,0.5,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,Tata Consultancy Services Ltd.,Computers - software & consulting,0.5,Large Cap,Flexi Cap
HDFC Flexi Cap Fund,Kalpataru Power Transmission Ltd.,Civil construction,0.49,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,CIE AUTOMOTIVE INDIA Ltd.,Auto components & equipments,0.47,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,The Ramco Cements Ltd.,Cement & cement products,0.45,Mid Cap,Flexi Cap
HDFC Flexi Cap Fund,Ashok Leyland Ltd.,Commercial vehicles,0.43,Mid Cap,Flexi Cap
HDFC Flexi Cap Fund,Escorts Ltd.,Tractors,0.42,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,Sapphire Foods India Ltd.,Restaurants,0.41,Other,Flexi Cap
HDFC Flexi Cap Fund,Crompton Greaves Consumer Electricals Ltd.,Household appliances,0.37,Mid Cap,Flexi Cap
HDFC Flexi Cap Fund,J K Lakshmi Cement Ltd.,Cement & cement products,0.36,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,Swiggy Ltd.,E-retail/ e-commerce,0.33,Other,Flexi Cap
HDFC Flexi Cap Fund,Metropolis Healthcare Ltd.,Healthcare service provider,0.31,Other,Flexi Cap
HDFC Flexi Cap Fund,Sundram Fasteners Ltd.,Auto components & equipments,0.3,Mid Cap,Flexi Cap
HDFC Flexi Cap Fund,BSE Ltd.,Exchange and data platform,0.29,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,Burger King India Ltd.,Restaurants,0.21,Other,Flexi Cap
HDFC Flexi Cap Fund,Dixon Technologies (India) Ltd.,Consumer electronics,0.18,Other,Flexi Cap
HDFC Flexi Cap Fund,Birlasoft Ltd.,Computers - software & consulting,0.17,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,Multi Commodity Exchange Of India Ltd.,Exchange and data platform,0.15,Other,Flexi Cap
HDFC Flexi Cap Fund,Suven Pharmaceuticals Ltd.,Pharmaceuticals,0.12,Other,Flexi Cap
HDFC Flexi Cap Fund,Aster DM Healthcare Ltd.,Hospital,0.07,Small Cap,Flexi Cap
HDFC Flexi Cap Fund,Ramco Systems,Software products,0.0,Small Cap,Flexi Cap
Kotak Flexi Cap Fund,HDFC Bank Ltd.,Private sector bank,6.17,Other,Flexi Cap
Kotak Flexi Cap Fund,Bharat Electronics Ltd.,Aerospace & defense,6.14,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,ICICI Bank Ltd.,Private sector bank,5.34,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,State Bank Of India,Public sector bank,5.03,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Jindal Steel Ltd.,Iron & steel products,4.16,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Larsen & Toubro Ltd.,Civil construction,3.99,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Axis Bank Ltd.,Private sector bank,3.89,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Ultratech Cement Ltd.,Cement & cement products,3.07,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Bharti Airtel Ltd.,Telecom - cellular & fixed line services,2.88,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,SRF Ltd.,Specialty chemicals,2.82,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Eternal Ltd.,E-retail/ e-commerce,2.77,Other,Flexi Cap
Kotak Flexi Cap Fund,Reliance Industries Ltd.,Refineries & marketing,2.45,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Infosys Ltd.,Computers - software & consulting,2.42,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Solar Industries India Ltd.,Explosives,2.38,Small Cap,Flexi Cap
Kotak Flexi Cap Fund,InterGlobe Aviation Ltd.,Airline,2.29,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Bharat Forge Ltd.,Castings & forgings,2.22,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,2.09,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Hero Motocorp Ltd.,2/3 wheelers,2.01,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Bajaj Finance Ltd.,Non banking financial company (nbfc),1.82,Other,Flexi Cap
Kotak Flexi Cap Fund,Zydus Lifesciences Ltd.,Pharmaceuticals,1.7,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,The Ramco Cements Ltd.,Cement & cement products,1.53,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Au Small Finance Bank Ltd.,Other bank,1.5,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Petronet LNG Ltd.,Lpg/cng/png/lng supplier,1.48,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,BSE Ltd.,Exchange and data platform,1.48,Small Cap,Flexi Cap
Kotak Flexi Cap Fund,Kotak Mahindra Bank Ltd.,Private sector bank,1.35,Other,Flexi Cap
Kotak Flexi Cap Fund,Bharat Petroleum Corporation Ltd.,Refineries & marketing,1.29,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Hindalco Industries Ltd.,Aluminium,1.22,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,National Thermal Power Corporation Ltd.,Power generation,1.21,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Tata Consultancy Services Ltd.,Computers - software & consulting,1.21,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Thermax Ltd.,Heavy electrical equipment,1.19,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Tech Mahindra Ltd.,Computers - software & consulting,1.12,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Hindustan Unilever Ltd.,Diversified fmcg,1.07,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Power Grid Corporation of India Ltd.,Power - transmission,1.05,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Indus Towers Ltd.,Telecom - infrastructure,1.04,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Indusind Bank Ltd.,Private sector bank,1.01,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Indian Oil Corporation Ltd.,Refineries & marketing,0.99,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,HCL Technologies Limited,Computers - software & consulting,0.95,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Dalmia Bharat Ltd.,Cement & cement products,0.95,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,MRF Ltd.,Tyres & rubber products,0.94,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Max Financial Services Ltd.,Life insurance,0.86,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Cipla Ltd.,Pharmaceuticals,0.83,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,AIA Engineering Ltd.,Castings & forgings,0.73,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Billionbrains Garage Ventures Ltd.,Stockbroking & allied,0.72,Other,Flexi Cap
Kotak Flexi Cap Fund,Balkrishna Industries Ltd.,Tyres & rubber products,0.71,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Ambuja Cements Ltd.,Cement & cement products,0.62,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,360 ONE WAM Ltd.,Other financial services,0.6,Other,Flexi Cap
Kotak Flexi Cap Fund,United Breweries Ltd.,Breweries & distilleries,0.59,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Coromandel International Ltd.,Fertilizers,0.59,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,Shriram Finance Ltd.,Non banking financial company (nbfc),0.57,Other,Flexi Cap
Kotak Flexi Cap Fund,BEML Ltd.,Construction vehicles,0.56,Other,Flexi Cap
Kotak Flexi Cap Fund,Godrej Consumer Products Ltd,Personal care,0.54,Large Cap,Flexi Cap
Kotak Flexi Cap Fund,Tata Chemicals Ltd.,Commodity chemicals,0.47,Mid Cap,Flexi Cap
Kotak Flexi Cap Fund,KEC International Ltd.,Heavy electrical equipment,0.46,Small Cap,Flexi Cap
Kotak Flexi Cap Fund,Apollo Tyres Limited,Tyres & rubber products,0.45,Mid Cap,Flexi Cap
